,artist,track,week start,week end,place
4054,Rascal Flatts,Prayin' For Daylight,2000-05-20,2000-05-27,72.0
4055,Rascal Flatts,Prayin' For Daylight,2000-05-27,2000-06-03,68.0
4056,Rascal Flatts,Prayin' For Daylight,2000-06-03,2000-06-10,66.0
4057,Rascal Flatts,Prayin' For Daylight,2000-06-10,2000-06-17,64.0
4058,Rascal Flatts,Prayin' For Daylight,2000-06-17,2000-06-24,58.0
4059,Rascal Flatts,Prayin' For Daylight,2000-06-24,2000-07-01,58.0
4060,Rascal Flatts,Prayin' For Daylight,2000-07-01,2000-07-08,56.0
4061,"Raye, Collin",Couldn't Last A Moment,2000-05-20,2000-05-27,49.0
4062,"Raye, Collin",Couldn't Last A Moment,2000-05-27,2000-06-03,48.0
4063,"Raye, Collin",Couldn't Last A Moment,2000-06-03,2000-06-10,46.0
4064,"Raye, Collin",Couldn't Last A Moment,2000-06-10,2000-06-17,44.0
4065,"Raye, Collin",Couldn't Last A Moment,2000-06-17,2000-06-24,44.0
4066,"Raye, Collin",Couldn't Last A Moment,2000-06-24,2000-07-01,43.0
4067,"Raye, Collin",Couldn't Last A Moment,2000-07-01,2000-07-08,45.0
4068,"Raye, Collin",Couldn't Last A Moment,2000-07-08,2000-07-15,53.0
4069,"Raye, Collin",Couldn't Last A Moment,2000-07-15,2000-07-22,66.0
4070,"Raye, Collin",Couldn't Last A Moment,2000-07-22,2000-07-29,73.0
4071,"Raye, Collin",Couldn't Last A Moment,2000-03-18,2000-03-25,91.0
4072,"Raye, Collin",Couldn't Last A Moment,2000-07-29,2000-08-05,89.0
4073,"Raye, Collin",Couldn't Last A Moment,2000-03-25,2000-04-01,85.0
4074,"Raye, Collin",Couldn't Last A Moment,2000-04-01,2000-04-08,75.0
4075,"Raye, Collin",Couldn't Last A Moment,2000-04-08,2000-04-15,73.0
4076,"Raye, Collin",Couldn't Last A Moment,2000-04-15,2000-04-22,67.0
4077,"Raye, Collin",Couldn't Last A Moment,2000-04-22,2000-04-29,63.0
4078,"Raye, Collin",Couldn't Last A Moment,2000-04-29,2000-05-06,63.0
4079,"Raye, Collin",Couldn't Last A Moment,2000-05-06,2000-05-13,63.0
4080,"Raye, Collin",Couldn't Last A Moment,2000-05-13,2000-05-20,56.0
4081,Red Hot Chili Peppers,Otherside,2000-04-15,2000-04-22,29.0
4082,Red Hot Chili Peppers,Otherside,2000-04-22,2000-04-29,29.0
4083,Red Hot Chili Peppers,Otherside,2000-04-29,2000-05-06,29.0
4084,Red Hot Chili Peppers,Otherside,2000-05-06,2000-05-13,29.0
4085,Red Hot Chili Peppers,Otherside,2000-05-13,2000-05-20,24.0
4086,Red Hot Chili Peppers,Otherside,2000-05-20,2000-05-27,18.0
4087,Red Hot Chili Peppers,Otherside,2000-05-27,2000-06-03,14.0
4088,Red Hot Chili Peppers,Otherside,2000-06-03,2000-06-10,15.0
4089,Red Hot Chili Peppers,Otherside,2000-06-10,2000-06-17,16.0
4090,Red Hot Chili Peppers,Otherside,2000-06-17,2000-06-24,19.0
4091,Red Hot Chili Peppers,Otherside,2000-02-12,2000-02-19,80.0
4092,Red Hot Chili Peppers,Otherside,2000-06-24,2000-07-01,22.0
4093,Red Hot Chili Peppers,Otherside,2000-07-01,2000-07-08,29.0
4094,Red Hot Chili Peppers,Otherside,2000-07-08,2000-07-15,45.0
4095,Red Hot Chili Peppers,Otherside,2000-02-19,2000-02-26,72.0
4096,Red Hot Chili Peppers,Otherside,2000-02-26,2000-03-04,65.0
4097,Red Hot Chili Peppers,Otherside,2000-03-04,2000-03-11,52.0
4098,Red Hot Chili Peppers,Otherside,2000-03-11,2000-03-18,51.0
4099,Red Hot Chili Peppers,Otherside,2000-03-18,2000-03-25,49.0
4100,Red Hot Chili Peppers,Otherside,2000-03-25,2000-04-01,40.0
4101,Red Hot Chili Peppers,Otherside,2000-04-01,2000-04-08,37.0
4102,Red Hot Chili Peppers,Otherside,2000-04-08,2000-04-15,32.0
4103,Red Hot Chili Peppers,Californication,2000-09-30,2000-10-07,79.0
4104,Red Hot Chili Peppers,Californication,2000-10-07,2000-10-14,74.0
4105,Red Hot Chili Peppers,Californication,2000-10-14,2000-10-21,69.0
4106,Red Hot Chili Peppers,Californication,2000-10-21,2000-10-28,74.0
4107,Red Hot Chili Peppers,Californication,2000-10-28,2000-11-04,75.0
4108,Red Hot Chili Peppers,Californication,2000-11-04,2000-11-11,77.0
4109,Red Hot Chili Peppers,Californication,2000-11-11,2000-11-18,71.0
4110,Red Hot Chili Peppers,Californication,2000-11-18,2000-11-25,78.0
4111,Red Hot Chili Peppers,Californication,2000-11-25,2000-12-02,89.0
4112,Red Hot Chili Peppers,Californication,2000-12-02,2000-12-09,97.0
4113,Red Hot Chili Peppers,Californication,2000-07-29,2000-08-05,72.0
4114,Red Hot Chili Peppers,Californication,2000-08-05,2000-08-12,72.0
4115,Red Hot Chili Peppers,Californication,2000-08-12,2000-08-19,72.0
4116,Red Hot Chili Peppers,Californication,2000-08-19,2000-08-26,77.0
4117,Red Hot Chili Peppers,Californication,2000-08-26,2000-09-02,79.0
4118,Red Hot Chili Peppers,Californication,2000-09-02,2000-09-09,77.0
4119,Red Hot Chili Peppers,Californication,2000-09-09,2000-09-16,75.0
4120,Red Hot Chili Peppers,Californication,2000-09-16,2000-09-23,84.0
4121,Red Hot Chili Peppers,Californication,2000-09-23,2000-09-30,85.0
4122,"Rimes, LeAnn",Big Deal,1999-12-18,1999-12-25,26.0
4123,"Rimes, LeAnn",Big Deal,1999-12-25,2000-01-01,26.0
4124,"Rimes, LeAnn",Big Deal,2000-01-01,2000-01-08,23.0
4125,"Rimes, LeAnn",Big Deal,2000-01-08,2000-01-15,30.0
4126,"Rimes, LeAnn",Big Deal,2000-01-15,2000-01-22,28.0
4127,"Rimes, LeAnn",Big Deal,2000-01-22,2000-01-29,27.0
4128,"Rimes, LeAnn",Big Deal,2000-01-29,2000-02-05,25.0
4129,"Rimes, LeAnn",Big Deal,2000-02-05,2000-02-12,31.0
4130,"Rimes, LeAnn",Big Deal,2000-02-12,2000-02-19,43.0
4131,"Rimes, LeAnn",Big Deal,2000-02-19,2000-02-26,56.0
4132,"Rimes, LeAnn",Big Deal,1999-10-16,1999-10-23,71.0
4133,"Rimes, LeAnn",Big Deal,2000-02-26,2000-03-04,70.0
4134,"Rimes, LeAnn",Big Deal,1999-10-23,1999-10-30,52.0
4135,"Rimes, LeAnn",Big Deal,1999-10-30,1999-11-06,51.0
4136,"Rimes, LeAnn",Big Deal,1999-11-06,1999-11-13,51.0
4137,"Rimes, LeAnn",Big Deal,1999-11-13,1999-11-20,51.0
4138,"Rimes, LeAnn",Big Deal,1999-11-20,1999-11-27,48.0
4139,"Rimes, LeAnn",Big Deal,1999-11-27,1999-12-04,41.0
4140,"Rimes, LeAnn",Big Deal,1999-12-04,1999-12-11,37.0
4141,"Rimes, LeAnn",Big Deal,1999-12-11,1999-12-18,29.0
4142,"Rimes, LeAnn",I Need You,2000-07-29,2000-08-05,50.0
4143,"Rimes, LeAnn",I Need You,2000-08-05,2000-08-12,13.0
4144,"Rimes, LeAnn",I Need You,2000-08-12,2000-08-19,11.0
4145,"Rimes, LeAnn",I Need You,2000-08-19,2000-08-26,11.0
4146,"Rimes, LeAnn",I Need You,2000-08-26,2000-09-02,15.0
4147,"Rimes, LeAnn",I Need You,2000-09-02,2000-09-09,12.0
4148,"Rimes, LeAnn",I Need You,2000-09-09,2000-09-16,12.0
4149,"Rimes, LeAnn",I Need You,2000-09-16,2000-09-23,13.0
4150,"Rimes, LeAnn",I Need You,2000-09-23,2000-09-30,16.0
4151,"Rimes, LeAnn",I Need You,2000-09-30,2000-10-07,19.0
4152,"Rimes, LeAnn",I Need You,2000-05-27,2000-06-03,77.0
4153,"Rimes, LeAnn",I Need You,2000-10-07,2000-10-14,21.0
4154,"Rimes, LeAnn",I Need You,2000-10-14,2000-10-21,21.0
4155,"Rimes, LeAnn",I Need You,2000-10-21,2000-10-28,24.0
4156,"Rimes, LeAnn",I Need You,2000-10-28,2000-11-04,25.0
4157,"Rimes, LeAnn",I Need You,2000-11-04,2000-11-11,30.0
4158,"Rimes, LeAnn",I Need You,2000-11-11,2000-11-18,41.0
4159,"Rimes, LeAnn",I Need You,2000-06-03,2000-06-10,68.0
4160,"Rimes, LeAnn",I Need You,2000-06-10,2000-06-17,67.0
4161,"Rimes, LeAnn",I Need You,2000-06-17,2000-06-24,63.0
4162,"Rimes, LeAnn",I Need You,2000-06-24,2000-07-01,59.0
4163,"Rimes, LeAnn",I Need You,2000-07-01,2000-07-08,59.0
4164,"Rimes, LeAnn",I Need You,2000-07-08,2000-07-15,59.0
4165,"Rimes, LeAnn",I Need You,2000-07-15,2000-07-22,53.0
4166,"Rimes, LeAnn",I Need You,2000-07-22,2000-07-29,51.0
4167,"Rimes, LeAnn",Can't Fight The Moonlight,2000-11-11,2000-11-18,79.0
4168,"Rimes, LeAnn",Can't Fight The Moonlight,2000-11-18,2000-11-25,77.0
4169,"Rimes, LeAnn",Can't Fight The Moonlight,2000-11-25,2000-12-02,76.0
4170,"Rimes, LeAnn",Can't Fight The Moonlight,2000-12-02,2000-12-09,79.0
4171,"Rimes, LeAnn",Can't Fight The Moonlight,2000-12-09,2000-12-16,81.0
4172,"Rimes, LeAnn",Can't Fight The Moonlight,2000-12-16,2000-12-23,88.0
4173,"Rimes, LeAnn",Can't Fight The Moonlight,2000-12-23,2000-12-30,85.0
4174,"Rimes, LeAnn",Can't Fight The Moonlight,2000-12-30,2001-01-06,86.0
4175,"Rimes, LeAnn",Can't Fight The Moonlight,2001-01-06,2001-01-13,79.0
4176,"Rimes, LeAnn",Can't Fight The Moonlight,2001-01-13,2001-01-20,87.0
4177,"Rimes, LeAnn",Can't Fight The Moonlight,2000-09-09,2000-09-16,82.0
4178,"Rimes, LeAnn",Can't Fight The Moonlight,2001-01-20,2001-01-27,93.0
4179,"Rimes, LeAnn",Can't Fight The Moonlight,2000-09-16,2000-09-23,71.0
4180,"Rimes, LeAnn",Can't Fight The Moonlight,2000-09-23,2000-09-30,79.0
4181,"Rimes, LeAnn",Can't Fight The Moonlight,2000-09-30,2000-10-07,83.0
4182,"Rimes, LeAnn",Can't Fight The Moonlight,2000-10-07,2000-10-14,96.0
4183,"Rimes, LeAnn",Can't Fight The Moonlight,2000-10-14,2000-10-21,99.0
4184,"Rimes, LeAnn",Can't Fight The Moonlight,2000-10-21,2000-10-28,78.0
4185,"Rimes, LeAnn",Can't Fight The Moonlight,2000-10-28,2000-11-04,78.0
4186,"Rimes, LeAnn",Can't Fight The Moonlight,2000-11-04,2000-11-11,83.0
4187,"Rogers, Kenny",Buy Me A Rose,2000-05-13,2000-05-20,40.0
4188,"Rogers, Kenny",Buy Me A Rose,2000-05-20,2000-05-27,46.0
4189,"Rogers, Kenny",Buy Me A Rose,2000-05-27,2000-06-03,54.0
4190,"Rogers, Kenny",Buy Me A Rose,2000-06-03,2000-06-10,58.0
4191,"Rogers, Kenny",Buy Me A Rose,2000-06-10,2000-06-17,66.0
4192,"Rogers, Kenny",Buy Me A Rose,2000-06-17,2000-06-24,73.0
4193,"Rogers, Kenny",Buy Me A Rose,2000-06-24,2000-07-01,82.0
4194,"Rogers, Kenny",Buy Me A Rose,2000-07-01,2000-07-08,86.0
4195,"Rogers, Kenny",Buy Me A Rose,2000-07-08,2000-07-15,84.0
4196,"Rogers, Kenny",Buy Me A Rose,2000-07-15,2000-07-22,88.0
4197,"Rogers, Kenny",Buy Me A Rose,2000-03-11,2000-03-18,79.0
4198,"Rogers, Kenny",Buy Me A Rose,2000-07-22,2000-07-29,91.0
4199,"Rogers, Kenny",Buy Me A Rose,2000-03-18,2000-03-25,72.0
4200,"Rogers, Kenny",Buy Me A Rose,2000-03-25,2000-04-01,65.0
4201,"Rogers, Kenny",Buy Me A Rose,2000-04-01,2000-04-08,65.0
4202,"Rogers, Kenny",Buy Me A Rose,2000-04-08,2000-04-15,54.0
4203,"Rogers, Kenny",Buy Me A Rose,2000-04-15,2000-04-22,46.0
4204,"Rogers, Kenny",Buy Me A Rose,2000-04-22,2000-04-29,46.0
4205,"Rogers, Kenny",Buy Me A Rose,2000-04-29,2000-05-06,43.0
4206,"Rogers, Kenny",Buy Me A Rose,2000-05-06,2000-05-13,40.0
4207,Ruff Endz,No More,2000-09-02,2000-09-09,5.0
4208,Ruff Endz,No More,2000-09-09,2000-09-16,8.0
4209,Ruff Endz,No More,2000-09-16,2000-09-23,8.0
4210,Ruff Endz,No More,2000-09-23,2000-09-30,10.0
4211,Ruff Endz,No More,2000-09-30,2000-10-07,12.0
4212,Ruff Endz,No More,2000-10-07,2000-10-14,14.0
4213,Ruff Endz,No More,2000-10-14,2000-10-21,15.0
4214,Ruff Endz,No More,2000-10-21,2000-10-28,19.0
4215,Ruff Endz,No More,2000-10-28,2000-11-04,23.0
4216,Ruff Endz,No More,2000-11-04,2000-11-11,21.0
4217,Ruff Endz,No More,2000-07-01,2000-07-08,76.0
4218,Ruff Endz,No More,2000-11-11,2000-11-18,18.0
4219,Ruff Endz,No More,2000-11-18,2000-11-25,19.0
4220,Ruff Endz,No More,2000-11-25,2000-12-02,22.0
4221,Ruff Endz,No More,2000-12-02,2000-12-09,23.0
4222,Ruff Endz,No More,2000-12-09,2000-12-16,24.0
4223,Ruff Endz,No More,2000-12-16,2000-12-23,33.0
4224,Ruff Endz,No More,2000-12-23,2000-12-30,38.0
4225,Ruff Endz,No More,2000-07-08,2000-07-15,38.0
4226,Ruff Endz,No More,2000-07-15,2000-07-22,19.0
4227,Ruff Endz,No More,2000-07-22,2000-07-29,17.0
4228,Ruff Endz,No More,2000-07-29,2000-08-05,12.0
4229,Ruff Endz,No More,2000-08-05,2000-08-12,15.0
4230,Ruff Endz,No More,2000-08-12,2000-08-19,12.0
4231,Ruff Endz,No More,2000-08-19,2000-08-26,10.0
4232,Ruff Endz,No More,2000-08-26,2000-09-02,7.0
4233,Sammie,I Like It,2000-04-01,2000-04-08,29.0
4234,Sammie,I Like It,2000-04-08,2000-04-15,29.0
4235,Sammie,I Like It,2000-04-15,2000-04-22,24.0
4236,Sammie,I Like It,2000-04-22,2000-04-29,36.0
4237,Sammie,I Like It,2000-04-29,2000-05-06,46.0
4238,Sammie,I Like It,2000-05-06,2000-05-13,52.0
4239,Sammie,I Like It,2000-05-13,2000-05-20,61.0
4240,Sammie,I Like It,2000-05-20,2000-05-27,83.0
4241,Sammie,I Like It,2000-05-27,2000-06-03,93.0
4242,Sammie,I Like It,2000-06-03,2000-06-10,91.0
4243,Sammie,I Like It,2000-01-29,2000-02-05,85.0
4244,Sammie,I Like It,2000-06-10,2000-06-17,89.0
4245,Sammie,I Like It,2000-02-05,2000-02-12,68.0
4246,Sammie,I Like It,2000-02-12,2000-02-19,58.0
4247,Sammie,I Like It,2000-02-19,2000-02-26,44.0
4248,Sammie,I Like It,2000-02-26,2000-03-04,40.0
4249,Sammie,I Like It,2000-03-04,2000-03-11,33.0
4250,Sammie,I Like It,2000-03-11,2000-03-18,30.0
4251,Sammie,I Like It,2000-03-18,2000-03-25,29.0
4252,Sammie,I Like It,2000-03-25,2000-04-01,37.0
4253,Santana,"Maria, Maria",2000-04-15,2000-04-22,1.0
4254,Santana,"Maria, Maria",2000-04-22,2000-04-29,1.0
4255,Santana,"Maria, Maria",2000-04-29,2000-05-06,1.0
4256,Santana,"Maria, Maria",2000-05-06,2000-05-13,1.0
4257,Santana,"Maria, Maria",2000-05-13,2000-05-20,1.0
4258,Santana,"Maria, Maria",2000-05-20,2000-05-27,1.0
4259,Santana,"Maria, Maria",2000-05-27,2000-06-03,1.0
4260,Santana,"Maria, Maria",2000-06-03,2000-06-10,1.0
4261,Santana,"Maria, Maria",2000-06-10,2000-06-17,1.0
4262,Santana,"Maria, Maria",2000-06-17,2000-06-24,8.0
4263,Santana,"Maria, Maria",2000-02-12,2000-02-19,15.0
4264,Santana,"Maria, Maria",2000-06-24,2000-07-01,15.0
4265,Santana,"Maria, Maria",2000-07-01,2000-07-08,19.0
4266,Santana,"Maria, Maria",2000-07-08,2000-07-15,21.0
4267,Santana,"Maria, Maria",2000-07-15,2000-07-22,26.0
4268,Santana,"Maria, Maria",2000-07-22,2000-07-29,36.0
4269,Santana,"Maria, Maria",2000-07-29,2000-08-05,48.0
4270,Santana,"Maria, Maria",2000-08-05,2000-08-12,47.0
4271,Santana,"Maria, Maria",2000-02-19,2000-02-26,8.0
4272,Santana,"Maria, Maria",2000-02-26,2000-03-04,6.0
4273,Santana,"Maria, Maria",2000-03-04,2000-03-11,5.0
4274,Santana,"Maria, Maria",2000-03-11,2000-03-18,2.0
4275,Santana,"Maria, Maria",2000-03-18,2000-03-25,3.0
4276,Santana,"Maria, Maria",2000-03-25,2000-04-01,2.0
4277,Santana,"Maria, Maria",2000-04-01,2000-04-08,2.0
4278,Santana,"Maria, Maria",2000-04-08,2000-04-15,1.0
4279,Savage Garden,I Knew I Loved You,1999-12-25,2000-01-01,4.0
4280,Savage Garden,I Knew I Loved You,2000-01-01,2000-01-08,4.0
4281,Savage Garden,I Knew I Loved You,2000-01-08,2000-01-15,6.0
4282,Savage Garden,I Knew I Loved You,2000-01-15,2000-01-22,4.0
4283,Savage Garden,I Knew I Loved You,2000-01-22,2000-01-29,2.0
4284,Savage Garden,I Knew I Loved You,2000-01-29,2000-02-05,1.0
4285,Savage Garden,I Knew I Loved You,2000-02-05,2000-02-12,1.0
4286,Savage Garden,I Knew I Loved You,2000-02-12,2000-02-19,1.0
4287,Savage Garden,I Knew I Loved You,2000-02-19,2000-02-26,2.0
4288,Savage Garden,I Knew I Loved You,2000-02-26,2000-03-04,1.0
4289,Savage Garden,I Knew I Loved You,1999-10-23,1999-10-30,71.0
4290,Savage Garden,I Knew I Loved You,2000-03-04,2000-03-11,2.0
4291,Savage Garden,I Knew I Loved You,2000-03-11,2000-03-18,4.0
4292,Savage Garden,I Knew I Loved You,2000-03-18,2000-03-25,8.0
4293,Savage Garden,I Knew I Loved You,2000-03-25,2000-04-01,8.0
4294,Savage Garden,I Knew I Loved You,2000-04-01,2000-04-08,12.0
4295,Savage Garden,I Knew I Loved You,2000-04-08,2000-04-15,14.0
4296,Savage Garden,I Knew I Loved You,2000-04-15,2000-04-22,17.0
4297,Savage Garden,I Knew I Loved You,2000-04-22,2000-04-29,21.0
4298,Savage Garden,I Knew I Loved You,2000-04-29,2000-05-06,24.0
4299,Savage Garden,I Knew I Loved You,2000-05-06,2000-05-13,30.0
4300,Savage Garden,I Knew I Loved You,1999-10-30,1999-11-06,48.0
4301,Savage Garden,I Knew I Loved You,2000-05-13,2000-05-20,34.0
4302,Savage Garden,I Knew I Loved You,2000-05-20,2000-05-27,37.0
4303,Savage Garden,I Knew I Loved You,2000-05-27,2000-06-03,46.0
4304,Savage Garden,I Knew I Loved You,2000-06-03,2000-06-10,47.0
4305,Savage Garden,I Knew I Loved You,1999-11-06,1999-11-13,43.0
4306,Savage Garden,I Knew I Loved You,1999-11-13,1999-11-20,31.0
4307,Savage Garden,I Knew I Loved You,1999-11-20,1999-11-27,20.0
4308,Savage Garden,I Knew I Loved You,1999-11-27,1999-12-04,13.0
4309,Savage Garden,I Knew I Loved You,1999-12-04,1999-12-11,7.0
4310,Savage Garden,I Knew I Loved You,1999-12-11,1999-12-18,6.0
4311,Savage Garden,I Knew I Loved You,1999-12-18,1999-12-25,4.0
4312,Savage Garden,Crash And Burn,2000-06-10,2000-06-17,29.0
4313,Savage Garden,Crash And Burn,2000-06-17,2000-06-24,34.0
4314,Savage Garden,Crash And Burn,2000-06-24,2000-07-01,39.0
4315,Savage Garden,Crash And Burn,2000-07-01,2000-07-08,46.0
4316,Savage Garden,Crash And Burn,2000-07-08,2000-07-15,47.0
4317,Savage Garden,Crash And Burn,2000-07-15,2000-07-22,48.0
4318,Savage Garden,Crash And Burn,2000-07-22,2000-07-29,49.0
4319,Savage Garden,Crash And Burn,2000-07-29,2000-08-05,58.0
4320,Savage Garden,Crash And Burn,2000-08-05,2000-08-12,63.0
4321,Savage Garden,Crash And Burn,2000-08-12,2000-08-19,73.0
4322,Savage Garden,Crash And Burn,2000-04-08,2000-04-15,75.0
4323,Savage Garden,Crash And Burn,2000-08-19,2000-08-26,87.0
4324,Savage Garden,Crash And Burn,2000-04-15,2000-04-22,58.0
4325,Savage Garden,Crash And Burn,2000-04-22,2000-04-29,51.0
4326,Savage Garden,Crash And Burn,2000-04-29,2000-05-06,36.0
4327,Savage Garden,Crash And Burn,2000-05-06,2000-05-13,33.0
4328,Savage Garden,Crash And Burn,2000-05-13,2000-05-20,31.0
4329,Savage Garden,Crash And Burn,2000-05-20,2000-05-27,26.0
4330,Savage Garden,Crash And Burn,2000-05-27,2000-06-03,24.0
4331,Savage Garden,Crash And Burn,2000-06-03,2000-06-10,24.0
4332,SheDaisy,Deck The Halls,1999-12-25,2000-01-01,97.0
4333,SheDaisy,Deck The Halls,2000-01-01,2000-01-08,61.0
4334,SheDaisy,This Woman Needs,2000-02-05,2000-02-12,82.0
4335,SheDaisy,This Woman Needs,2000-02-12,2000-02-19,70.0
4336,SheDaisy,This Woman Needs,2000-02-19,2000-02-26,70.0
4337,SheDaisy,This Woman Needs,2000-02-26,2000-03-04,67.0
4338,SheDaisy,This Woman Needs,2000-03-04,2000-03-11,57.0
4339,SheDaisy,This Woman Needs,2000-03-11,2000-03-18,57.0
4340,SheDaisy,This Woman Needs,2000-03-18,2000-03-25,61.0
4341,SheDaisy,This Woman Needs,2000-03-25,2000-04-01,68.0
4342,SheDaisy,This Woman Needs,2000-04-01,2000-04-08,82.0
4343,SheDaisy,I Will.. But,2000-09-16,2000-09-23,43.0
4344,SheDaisy,I Will.. But,2000-09-23,2000-09-30,44.0
4345,SheDaisy,I Will.. But,2000-09-30,2000-10-07,43.0
4346,SheDaisy,I Will.. But,2000-10-07,2000-10-14,52.0
4347,SheDaisy,I Will.. But,2000-10-14,2000-10-21,56.0
4348,SheDaisy,I Will.. But,2000-10-21,2000-10-28,70.0
4349,SheDaisy,I Will.. But,2000-10-28,2000-11-04,80.0
4350,SheDaisy,I Will.. But,2000-11-04,2000-11-11,86.0
4351,SheDaisy,I Will.. But,2000-11-11,2000-11-18,81.0
4352,SheDaisy,I Will.. But,2000-11-18,2000-11-25,85.0
4353,SheDaisy,I Will.. But,2000-07-15,2000-07-22,78.0
4354,SheDaisy,I Will.. But,2000-11-25,2000-12-02,87.0
4355,SheDaisy,I Will.. But,2000-07-22,2000-07-29,74.0
4356,SheDaisy,I Will.. But,2000-07-29,2000-08-05,70.0
4357,SheDaisy,I Will.. But,2000-08-05,2000-08-12,61.0
4358,SheDaisy,I Will.. But,2000-08-12,2000-08-19,59.0
4359,SheDaisy,I Will.. But,2000-08-19,2000-08-26,52.0
4360,SheDaisy,I Will.. But,2000-08-26,2000-09-02,48.0
4361,SheDaisy,I Will.. But,2000-09-02,2000-09-09,47.0
4362,SheDaisy,I Will.. But,2000-09-09,2000-09-16,45.0
4363,"Sheist, Shade",Where I Wanna Be,2000-11-11,2000-11-18,96.0
4364,"Sheist, Shade",Where I Wanna Be,2000-11-18,2000-11-25,95.0
4365,"Sheist, Shade",Where I Wanna Be,2000-11-25,2000-12-02,99.0
4366,"Sheist, Shade",Where I Wanna Be,2000-12-02,2000-12-09,99.0
4367,"Sheist, Shade",Where I Wanna Be,2000-12-09,2000-12-16,100.0
4368,Shyne,Bad Boyz,2000-11-11,2000-11-18,78.0
4369,Shyne,Bad Boyz,2000-11-18,2000-11-25,74.0
4370,Shyne,Bad Boyz,2000-11-25,2000-12-02,81.0
4371,Shyne,Bad Boyz,2000-12-02,2000-12-09,88.0
4372,Shyne,Bad Boyz,2000-12-09,2000-12-16,96.0
4373,Shyne,Bad Boyz,2000-12-16,2000-12-23,100.0
4374,Shyne,Bad Boyz,2000-09-09,2000-09-16,94.0
4375,Shyne,Bad Boyz,2000-09-16,2000-09-23,87.0
4376,Shyne,Bad Boyz,2000-09-23,2000-09-30,90.0
4377,Shyne,Bad Boyz,2000-09-30,2000-10-07,90.0
4378,Shyne,Bad Boyz,2000-10-07,2000-10-14,82.0
4379,Shyne,Bad Boyz,2000-10-14,2000-10-21,67.0
4380,Shyne,Bad Boyz,2000-10-21,2000-10-28,61.0
4381,Shyne,Bad Boyz,2000-10-28,2000-11-04,57.0
4382,Shyne,Bad Boyz,2000-11-04,2000-11-11,71.0
4383,"Simpson, Jessica",Where You Are,2000-04-01,2000-04-08,73.0
4384,"Simpson, Jessica",Where You Are,2000-04-08,2000-04-15,66.0
4385,"Simpson, Jessica",Where You Are,2000-04-15,2000-04-22,62.0
4386,"Simpson, Jessica",Where You Are,2000-04-22,2000-04-29,62.0
4387,"Simpson, Jessica",Where You Are,2000-04-29,2000-05-06,76.0
4388,"Simpson, Jessica",Where You Are,2000-05-06,2000-05-13,93.0
4389,"Simpson, Jessica",I Think I'm In Love With You,2000-09-02,2000-09-09,27.0
4390,"Simpson, Jessica",I Think I'm In Love With You,2000-09-09,2000-09-16,38.0
4391,"Simpson, Jessica",I Think I'm In Love With You,2000-09-16,2000-09-23,38.0
4392,"Simpson, Jessica",I Think I'm In Love With You,2000-09-23,2000-09-30,57.0
4393,"Simpson, Jessica",I Think I'm In Love With You,2000-09-30,2000-10-07,74.0
4394,"Simpson, Jessica",I Think I'm In Love With You,2000-10-07,2000-10-14,89.0
4395,"Simpson, Jessica",I Think I'm In Love With You,2000-10-14,2000-10-21,96.0
4396,"Simpson, Jessica",I Think I'm In Love With You,2000-07-01,2000-07-08,63.0
4397,"Simpson, Jessica",I Think I'm In Love With You,2000-07-08,2000-07-15,52.0
4398,"Simpson, Jessica",I Think I'm In Love With You,2000-07-15,2000-07-22,44.0
4399,"Simpson, Jessica",I Think I'm In Love With You,2000-07-22,2000-07-29,29.0
4400,"Simpson, Jessica",I Think I'm In Love With You,2000-07-29,2000-08-05,25.0
4401,"Simpson, Jessica",I Think I'm In Love With You,2000-08-05,2000-08-12,23.0
4402,"Simpson, Jessica",I Think I'm In Love With You,2000-08-12,2000-08-19,21.0
4403,"Simpson, Jessica",I Think I'm In Love With You,2000-08-19,2000-08-26,21.0
4404,"Simpson, Jessica",I Think I'm In Love With You,2000-08-26,2000-09-02,21.0
4405,Sisqo,Got To Get It,2000-01-22,2000-01-29,40.0
4406,Sisqo,Got To Get It,2000-01-29,2000-02-05,43.0
4407,Sisqo,Got To Get It,2000-02-05,2000-02-12,51.0
4408,Sisqo,Got To Get It,2000-02-12,2000-02-19,50.0
4409,Sisqo,Got To Get It,2000-02-19,2000-02-26,57.0
4410,Sisqo,Got To Get It,2000-02-26,2000-03-04,63.0
4411,Sisqo,Got To Get It,2000-03-04,2000-03-11,64.0
4412,Sisqo,Got To Get It,2000-03-11,2000-03-18,68.0
4413,Sisqo,Got To Get It,2000-03-18,2000-03-25,82.0
4414,Sisqo,Got To Get It,2000-03-25,2000-04-01,88.0
4415,Sisqo,Got To Get It,1999-11-20,1999-11-27,92.0
4416,Sisqo,Got To Get It,2000-04-01,2000-04-08,95.0
4417,Sisqo,Got To Get It,1999-11-27,1999-12-04,76.0
4418,Sisqo,Got To Get It,1999-12-04,1999-12-11,73.0
4419,Sisqo,Got To Get It,1999-12-11,1999-12-18,58.0
4420,Sisqo,Got To Get It,1999-12-18,1999-12-25,48.0
4421,Sisqo,Got To Get It,1999-12-25,2000-01-01,48.0
4422,Sisqo,Got To Get It,2000-01-01,2000-01-08,48.0
4423,Sisqo,Got To Get It,2000-01-08,2000-01-15,48.0
4424,Sisqo,Got To Get It,2000-01-15,2000-01-22,49.0
4425,Sisqo,Thong Song,2000-04-01,2000-04-08,10.0
